consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,triangle.started,slider_image.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
"1 of 6
I confirm that I have read the attached information sheet (Version A5.0; Date 26/05/2022) for the above study and have had the opportunity to consider the information and ask questions and had these answered satisfactorily.",,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,22.152241112897173,y,0.5619239252991974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
"2 of 6
I understand that my participation in the study is voluntary and that I am free to withdraw at any time without giving a reason and without detriment to myself (although I will not receive payment for this study). I understand that it will not be possible to remove my data from the project once it has been anonymised and forms part of the data set.  

I agree to take part on this basis.",,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,24.701054943958297,y,0.6009828601963818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
"3 of 6
I agree that any data collected may be included in anonymous form in student theses/publications/conference presentations.",,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,27.29289685189724,y,0.3025241771247238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
"4 of 6
I understand that a fully anonymised dataset will be deposited in public open data repositories.",,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,29.62403759895824,y,0.35502841509878635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,32.013716629939154,y,0.07827789802104235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,34.10714255203493,y,0.10269913403317332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.282945399871096,36.282945399871096,36.282945399871096,36.282945399871096,36.282945399871096,36.282945399871096,36.282945399871096,3.732831292785704,20,5.0,3.7193333979230374,,0.0125,-0.4083333333333333,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,47.823007605969906,47.823007605969906,47.823007605969906,47.823007605969906,47.823007605969906,47.823007605969906,47.823007605969906,47.823007605969906,47.823007605969906,49.807807666948065,space,39.8486040730495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.67578936787322,89.67578936787322,89.67578936787322,89.67578936787322,89.67578936787322,89.67578936787322,89.67578936787322,89.67578936787322,89.67578936787322,91.67358405701816,space,4.112015897175297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.81158597092144,95.81158597092144,95.81158597092144,95.81158597092144,95.81158597092144,95.81158597092144,95.81158597092144,95.81158597092144,95.81158597092144,97.79059996898286,space,6.481792362174019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.29230812098831,104.29230812098831,104.29230812098831,104.29230812098831,104.29230812098831,104.29230812098831,104.29230812098831,104.29230812098831,104.29230812098831,106.29044308094308,space,0.2500247349962592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.56018309900537,106.56018309900537,106.56018309900537,106.56018309900537,106.56018309900537,106.56018309900537,106.56018309900537,106.56018309900537,106.56018309900537,108.55730685801245,space,2.904722183244303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.49234791798517,111.49234791798517,111.49234791798517,111.49234791798517,111.49234791798517,111.49234791798517,111.49234791798517,111.49234791798517,111.49234791798517,113.49041197495535,space,0.021151346154510975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.54267364693806,113.54267364693806,113.54267364693806,113.54267364693806,113.54267364693806,113.54267364693806,113.54267364693806,113.54267364693806,113.54267364693806,115.54083981993608,space,0.6324863289482892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.19150629499927,116.19150629499927,116.19150629499927,116.19150629499927,116.19150629499927,116.19150629499927,116.19150629499927,116.19150629499927,116.19150629499927,118.19045386184007,space,0.36651410814374685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/group_a/1cs.jpeg,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.61746882786974,118.61746882786974,118.61746882786974,118.61746882786974,118.61746882786974,119.70658427802846,1.4444444444444444,1.0822245441377163,space,0.30084213404916227,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/group_a/2cn.jpeg,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.04644451197237,120.04644451197237,120.04644451197237,120.04644451197237,120.04644451197237,120.5903237790335,1.4444444444444444,0.5243677201215178,space,0.07909738016314805,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/group_a/3is.jpeg,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.70247247884981,120.70247247884981,120.70247247884981,120.70247247884981,120.70247247884981,121.27358556888066,1.45,0.5523280070628971,space,3.771528262179345,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/group_a/4in.jpeg,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.08364938898012,125.08364938898012,125.08364938898012,125.08364938898012,125.08364938898012,127.80729120899923,1.45,2.7035222651902586,space,0.1278780191205442,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/group_a/5cs.jpeg,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.96569522703066,127.96569522703066,127.96569522703066,127.96569522703066,127.96569522703066,161.8893069778569,1.5555555555555556,33.90537474513985,space,0.27039474598132074,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/group_a/6cn.jpeg,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.19518052297644,162.19518052297644,162.19518052297644,162.19518052297644,162.19518052297644,164.75662851985544,1.5527777777777778,2.541148987831548,space,0.03954545920714736,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/group_a/7is.jpeg,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.8321616309695,164.8321616309695,164.8321616309695,164.8321616309695,164.8321616309695,165.30651284893975,1.55,0.45616996311582625,space,0.13572474522516131,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/group_a/8in.jpeg,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.47890576487407,165.47890576487407,165.47890576487407,165.47890576487407,165.47890576487407,165.93963936087675,1.55,0.4418461371678859,space,0.08852297207340598,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/group_a/9cs.jpeg,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.06267618504353,166.06267618504353,166.06267618504353,166.06267618504353,166.06267618504353,166.50651536602527,1.55,0.42366742598824203,space,0.09292969503439963,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/group_a/10cn.jpeg,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.63018761994317,166.63018761994317,166.63018761994317,166.63018761994317,166.63018761994317,167.0397797038313,1.55,0.3908283789642155,space,0.11209991131909192,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/group_a/11is.jpeg,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.18023412604816,167.18023412604816,167.18023412604816,167.18023412604816,167.18023412604816,167.62307496299036,1.55,0.42563135107047856,space,0.06570033100433648,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/group_a/12in.jpeg,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.71367935300805,167.71367935300805,167.71367935300805,167.71367935300805,167.71367935300805,168.15643089683726,1.55,0.42440550099126995,space,0.09933019010350108,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/group_a/13cs.jpeg,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2809134060517,168.2809134060517,168.2809134060517,168.2809134060517,168.2809134060517,168.723186254967,1.55,0.42424694588407874,space,0.13271381123922765,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/group_a/14cn.jpeg,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.88223466603085,168.88223466603085,168.88223466603085,168.88223466603085,168.88223466603085,169.30662353988737,1.55,0.4080078701954335,space,0.09999601519666612,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/group_a/15is.jpeg,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.43186501204036,169.43186501204036,169.43186501204036,169.43186501204036,169.43186501204036,169.87331853294745,1.55,0.4242530409246683,space,0.09277206705883145,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/group_a/16in.jpeg,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.9966141609475,169.9966141609475,169.9966141609475,169.9966141609475,169.9966141609475,170.4564655299764,1.55,0.44197527109645307,space,0.06598508218303323,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/group_a/17cs.jpeg,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.5475585728418,170.5475585728418,170.5475585728418,170.5475585728418,170.5475585728418,170.97306029684842,1.55,0.4080419600941241,space,0.08321837219409645,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/group_a/18cn.jpeg,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.09309848002158,171.09309848002158,171.09309848002158,171.09309848002158,171.09309848002158,171.52265972387977,1.55,0.4089896217919886,space,0.07662615412846208,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/group_a/19is.jpeg,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.62736342987046,171.62736342987046,171.62736342987046,171.62736342987046,171.62736342987046,172.1564895559568,1.55,0.509998686844483,space,0.12911371910013258,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/group_a/20in.jpeg,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.31428453489207,172.31428453489207,172.31428453489207,172.31428453489207,172.31428453489207,173.03994742990471,1.55,0.7085983040742576,space,0.42958485218696296,,,,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['space'],[0.12725841416977346],,,,,,,,,,,,,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.63918924797326,0.0002973510418087244,176.63918924797326,176.63918924797326,176.63918924797326, ,0.008333333333333333,-0.3972222222222222,1,0,0,continue_box,,,,,2023-02-06_18h22.53.112,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.47546182293445,,,,,,,,
